sdp,bi,sec,sem,ssc,ssb,time
2,2,8,4,False,8,0.135
2,2,8,4,True,1,0.143
2,2,8,4,True,2,0.133
2,2,8,4,True,4,0.132
2,2,8,4,True,8,0.134
2,2,8,8,False,1,0.136
2,2,8,8,False,2,0.135
2,2,8,8,False,4,0.138
2,2,8,8,False,8,0.132
2,2,8,8,True,1,0.146
2,2,8,8,True,2,0.138
2,2,8,8,True,4,0.133
2,2,8,8,True,8,0.132
2,4,1,16,False,1,0.203
2,4,1,16,False,2,0.224
2,4,1,16,False,4,0.225
2,4,1,16,False,8,0.324
2,4,1,16,True,1,0.193
2,4,1,16,True,2,0.238
2,4,1,16,True,4,0.247
2,4,1,16,True,8,0.254
2,4,1,4,False,1,3.403
2,4,1,4,False,2,1.987
2,4,1,4,False,4,1.901
2,4,1,4,False,8,3.022
2,4,1,4,True,1,2.394
2,4,1,4,True,2,3.127
2,4,1,4,True,4,4.213
2,4,1,4,True,8,1.292
2,4,1,8,False,1,1.033
2,4,1,8,False,2,1.075
2,4,1,8,False,4,0.709
2,4,1,8,False,8,1.044
2,4,1,8,True,1,0.374
2,4,1,8,True,2,1.068
2,4,1,8,True,4,0.544
2,4,1,8,True,8,1.106
2,4,2,16,False,1,0.222
2,4,2,16,False,2,0.231
2,4,2,16,False,4,0.234
2,4,2,16,False,8,0.294
2,4,2,16,True,1,0.207
2,4,2,16,True,2,0.169
2,4,2,16,True,4,0.355
2,4,2,16,True,8,0.263
2,4,2,4,False,1,1.096
2,4,2,4,False,2,1.092
2,4,2,4,False,4,1.104
2,4,2,4,False,8,1.083
2,4,2,4,True,1,0.275
2,4,2,4,True,2,0.47
2,4,2,4,True,4,1.103
2,4,2,4,True,8,1.069
2,4,2,8,False,1,0.319
2,4,2,8,False,2,1.086
2,4,2,8,False,4,1.093
2,4,2,8,False,8,1.075
2,4,2,8,True,1,0.533
2,4,2,8,True,2,0.314
2,4,2,8,True,4,1.07
2,4,2,8,True,8,1.089
2,4,4,16,False,1,0.174
2,4,4,16,False,2,0.187
2,4,4,16,False,4,0.282
2,4,4,16,False,8,0.187
2,4,4,16,True,1,0.22
2,4,4,16,True,2,0.238
2,4,4,16,True,4,0.265
2,4,4,16,True,8,0.323
2,4,4,4,False,1,0.195
2,4,4,4,False,2,0.208
2,4,4,4,False,4,0.228
2,4,4,4,False,8,0.222
2,4,4,4,True,1,0.197
2,4,4,4,True,2,0.206
2,4,4,4,True,4,0.225
2,4,4,4,True,8,0.252
2,4,4,8,False,1,0.234
2,4,4,8,False,2,0.235
2,4,4,8,False,4,0.211
2,4,4,8,False,8,0.217
2,4,4,8,True,1,0.183
2,4,4,8,True,2,0.279
2,4,4,8,True,4,0.213
2,4,4,8,True,8,0.238
2,4,8,16,False,1,0.203
2,4,8,16,False,2,0.181
2,4,8,16,False,4,0.167
2,4,8,16,False,8,0.179
2,4,8,16,True,1,0.18
2,4,8,16,True,2,0.181
2,4,8,16,True,4,0.167
2,4,8,16,True,8,0.171
2,4,8,4,False,1,0.189
2,4,8,4,False,2,0.173
2,4,8,4,False,4,0.199
2,4,8,4,False,8,0.186
2,4,8,4,True,1,0.179
2,4,8,4,True,2,0.159
2,4,8,4,True,4,0.194
2,4,8,4,True,8,0.152
2,4,8,8,False,1,0.182
2,4,8,8,False,2,0.199
2,4,8,8,False,4,0.18
2,4,8,8,False,8,0.248
2,4,8,8,True,1,0.176
2,4,8,8,True,2,0.191
2,4,8,8,True,4,0.158
2,4,8,8,True,8,0.158
2,8,1,16,False,1,0.227
2,8,1,16,False,2,0.224
2,8,1,16,False,4,0.219
2,8,1,16,False,8,0.397
2,8,1,16,True,1,0.256
2,8,1,16,True,2,0.267
2,8,1,16,True,4,0.434
2,8,1,16,True,8,0.363
2,8,1,4,False,1,3.329
2,8,1,4,False,2,2.234
2,8,1,4,False,4,4.248
2,8,1,4,False,8,11.859
2,8,1,4,True,1,3.762
2,8,1,4,True,2,1.835
2,8,1,4,True,4,3.307
2,8,1,4,True,8,5.57
2,8,1,8,False,1,1.208
2,8,1,8,False,2,1.154
2,8,1,8,False,4,1.163
2,8,1,8,False,8,1.133
2,8,1,8,True,1,1.1
2,8,1,8,True,2,1.127
2,8,1,8,True,4,1.112
2,8,1,8,True,8,1.074
2,8,2,16,False,1,0.244
2,8,2,16,False,2,0.286
2,8,2,16,False,4,0.499
2,8,2,16,False,8,0.383
2,8,2,16,True,1,0.235
2,8,2,16,True,2,1.096
2,8,2,16,True,4,0.32
2,8,2,16,True,8,0.561
2,8,2,4,False,1,0.455
2,8,2,4,False,2,1.087
2,8,2,4,False,4,1.115
2,8,2,4,False,8,1.11
2,8,2,4,True,1,1.176
2,8,2,4,True,2,1.071
2,8,2,4,True,4,1.133
2,8,2,4,True,8,1.124
2,8,2,8,False,1,1.185
2,8,2,8,False,2,1.126
2,8,2,8,False,4,1.121
2,8,2,8,False,8,1.193
2,8,2,8,True,1,1.107
2,8,2,8,True,2,1.157
2,8,2,8,True,4,1.159
2,8,2,8,True,8,1.095
2,8,4,16,False,1,0.244
2,8,4,16,False,2,0.272
2,8,4,16,False,4,0.321
2,8,4,16,False,8,0.425
2,8,4,16,True,1,0.196
2,8,4,16,True,2,0.312
2,8,4,16,True,4,0.356
2,8,4,16,True,8,0.349
2,8,4,4,False,1,0.268
2,8,4,4,False,2,0.333
2,8,4,4,False,4,0.357
2,8,4,4,False,8,1.1
2,8,4,4,True,1,0.243
2,8,4,4,True,2,0.255
2,8,4,4,True,4,0.223
2,8,4,4,True,8,1.056
2,8,4,8,False,1,0.228
2,8,4,8,False,2,0.206
2,8,4,8,False,4,0.366
2,8,4,8,False,8,0.369
2,8,4,8,True,1,0.216
2,8,4,8,True,2,0.259
2,8,4,8,True,4,0.297
2,8,4,8,True,8,0.523
2,8,8,16,False,1,0.23
2,8,8,16,False,2,0.215
2,8,8,16,False,4,0.203
2,8,8,16,False,8,0.279
2,8,8,16,True,1,0.238
2,8,8,16,True,2,0.228
2,8,8,16,True,4,0.21
2,8,8,16,True,8,0.224
2,8,8,4,False,1,0.261
2,8,8,4,False,2,0.216
2,8,8,4,False,4,0.227
2,8,8,4,False,8,0.247
2,8,8,4,True,1,0.235
2,8,8,4,True,2,0.231
2,8,8,4,True,4,0.215
2,8,8,4,True,8,0.219
2,8,8,8,False,1,0.258
2,8,8,8,False,2,0.242
2,8,8,8,False,4,0.223
2,8,8,8,False,8,0.204
2,8,8,8,True,1,0.242
2,8,8,8,True,2,0.217
2,8,8,8,True,4,0.211
2,8,8,8,True,8,0.25
4,1,1,16,False,1,0.127
4,1,1,16,False,2,0.131
4,1,1,16,False,4,0.13
4,1,1,16,False,8,0.128
4,1,1,16,True,1,0.13
4,1,1,16,True,2,0.128
4,1,1,16,True,4,0.129
4,1,1,16,True,8,0.126
4,1,1,4,False,1,2.735
4,1,1,4,False,2,3.255
4,1,1,4,False,4,4.055
4,1,1,4,False,8,4.226
4,1,1,4,True,1,3.82
4,1,1,4,True,2,4.155
4,1,1,4,True,4,5.87
4,1,1,4,True,8,2.27
4,1,1,8,False,1,0.163
4,1,1,8,False,2,0.338
4,1,1,8,False,4,1.066
4,1,1,8,False,8,1.038
4,1,1,8,True,1,0.313
4,1,1,8,True,2,0.322
4,1,1,8,True,4,0.358
4,1,1,8,True,8,0.402
4,1,2,16,False,1,0.133
4,1,2,16,False,2,0.13
4,1,2,16,False,4,0.133
4,1,2,16,False,8,0.131
4,1,2,16,True,1,0.133
4,1,2,16,True,2,0.13
4,1,2,16,True,4,0.13
4,1,2,16,True,8,0.132
4,1,2,4,False,1,0.155
4,1,2,4,False,2,0.272
4,1,2,4,False,4,0.395
4,1,2,4,False,8,0.272
4,1,2,4,True,1,0.259
4,1,2,4,True,2,0.16
4,1,2,4,True,4,0.358
4,1,2,4,True,8,0.35
4,1,2,8,False,1,0.208
4,1,2,8,False,2,0.278
4,1,2,8,False,4,0.333
4,1,2,8,False,8,1.158
4,1,2,8,True,1,0.358
4,1,2,8,True,2,0.301
4,1,2,8,True,4,0.348
4,1,2,8,True,8,0.308
4,1,4,16,False,1,0.129
4,1,4,16,False,2,0.127
4,1,4,16,False,4,0.13
4,1,4,16,False,8,0.129
4,1,4,16,True,1,0.132
4,1,4,16,True,2,0.131
4,1,4,16,True,4,0.132
4,1,4,16,True,8,0.13
4,1,4,4,False,1,0.129
4,1,4,4,False,2,0.131
4,1,4,4,False,4,0.127
4,1,4,4,False,8,0.129
4,1,4,4,True,1,0.129
4,1,4,4,True,2,0.13
4,1,4,4,True,4,0.129
4,1,4,4,True,8,0.128
4,1,4,8,False,1,0.132
4,1,4,8,False,2,0.133
4,1,4,8,False,4,0.128
4,1,4,8,False,8,0.13
4,1,4,8,True,1,0.129
4,1,4,8,True,2,0.13
4,1,4,8,True,4,0.127
4,1,4,8,True,8,0.13
4,1,8,16,False,1,0.123
4,1,8,16,False,2,0.125
4,1,8,16,False,4,0.125
4,1,8,16,False,8,0.125
4,1,8,16,True,1,0.125
4,1,8,16,True,2,0.126
4,1,8,16,True,4,0.124
4,1,8,16,True,8,0.124
4,1,8,4,False,1,0.123
4,1,8,4,False,2,0.125
4,1,8,4,False,4,0.124
4,1,8,4,False,8,0.125
4,1,8,4,True,1,0.122
4,1,8,4,True,2,0.125
4,1,8,4,True,4,0.124
4,1,8,4,True,8,0.124
4,1,8,8,False,1,0.124
4,1,8,8,False,2,0.123
4,1,8,8,False,4,0.126
4,1,8,8,False,8,0.125
4,1,8,8,True,1,0.123
4,1,8,8,True,2,0.124
4,1,8,8,True,4,0.124
4,1,8,8,True,8,0.125
4,2,1,16,False,1,0.168
4,2,1,16,False,2,0.167
4,2,1,16,False,4,0.167
4,2,1,16,False,8,0.222
4,2,1,16,True,1,0.171
4,2,1,16,True,2,0.162
4,2,1,16,True,4,0.163
4,2,1,16,True,8,0.235
4,2,1,4,False,1,4.951
